;Наименование вида расходов;Направление расходов;Отнесено;Дата проведения
1025;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;27377.09;01.11.2016
1026;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;56364.59;05.12.2016
1027;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;67637.51;22.12.2016
1028;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;1610.42;29.12.2016
1030;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Помещение объект № 2) ст.132.0112- Отд Благовещенск;11128.04;04.02.2016
1031;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Помещение объект № 2) ст.132.0112- Отд Благовещенск;7948.6;04.03.2016
1032;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Помещение объект № 2) ст.132.0112- Отд Благовещенск;7948.59;04.04.2016
1033;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Помещение объект № 2) ст.132.0112- Отд Благовещенск;3179.44;12.05.2016
1034;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Помещение объект № 2) ст.132.0112- Отд Благовещенск;4831.25;01.11.2016
1035;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Помещение объект № 2) ст.132.0112- Отд Благовещенск;8052.08;05.12.2016
1036;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Помещение объект № 2) ст.132.0112- Отд Благовещенск;11272.92;22.12.2016
1038;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Магдагача, ул. Ленина, 29 ст.132.0112;37243.97;04.02.2016
1039;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Магдагача, ул. Ленина, 29 ст.132.0112;31033.45;04.03.2016
1040;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Магдагача, ул. Ленина, 29 ст.132.0112;24937.6;04.04.2016
1041;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Магдагача, ул. Ленина, 29 ст.132.0112;14312.85;12.05.2016
1042;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Магдагача, ул. Ленина, 29 ст.132.0112;3840.97;08.06.2016
1043;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Магдагача, ул. Ленина, 29 ст.132.0112;2732.62;27.10.2016
1044;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Магдагача, ул. Ленина, 29 ст.132.0112;16529.52;01.11.2016
1045;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Магдагача, ул. Ленина, 29 ст.132.0112;27689.34;02.12.2016
1046;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Магдагача, ул. Ленина, 29 ст.132.0112;36040.09;21.12.2016
1048;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Новобурейский, ул. Советская, 19 ст.132.0112;17030.49;04.02.2016
1049;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Новобурейский, ул. Советская, 19 ст.132.0112;11862.88;04.03.2016
1050;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Новобурейский, ул. Советская, 19 ст.132.0112;9807.15;11.04.2016
1051;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Новобурейский, ул. Советская, 19 ст.132.0112;5620.25;12.05.2016
1052;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Новобурейский, ул. Советская, 19 ст.132.0112;1037.29;08.06.2016
1053;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Новобурейский, ул. Советская, 19 ст.132.0112;5865.43;09.11.2016
1054;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. Новобурейский, ул. Советская, 19 ст.132.0112;10033.47;05.12.2016
1056;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г.Свободный, ул. Дзержинского, 47. ст.132.0112;122077.82;11.02.2016
1057;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г.Свободный, ул. Дзержинского, 47. ст.132.0112;87513.56;10.03.2016
1058;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г.Свободный, ул. Дзержинского, 47. ст.132.0112;79180.24;06.04.2016
1059;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г.Свободный, ул. Дзержинского, 47. ст.132.0112;41254.52;16.05.2016
1061;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49. ст.132.0112;144649.67;11.02.2016
1062;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49. ст.132.0112;143117.5;17.03.2016
1063;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49. ст.132.0112;97454.56;04.04.2016
1064;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49. ст.132.0112;55827.04;16.05.2016
1065;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49. ст.132.0112;9214.59;10.06.2016
1066;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49. ст.132.0112;4170.35;23.11.2016
1067;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49. ст.132.0112;58781.65;23.11.2016
1068;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49. ст.132.0112;99947.46;05.12.2016
1069;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49. ст.132.0112;136032.37;29.12.2016
1071;Оплата потребления тепловой энергии;Расходы прошлого года, признанные после отчетной даты.Оплата потребления тепловой энергии  г. Райчихинск, ул. Победы 49 - ст.132.0112;139556.82;11.02.2016
1073;Оплата потребления тепловой энергии;Расходы прошлого года, признанные после отчетной даты.Оплата потребления тепловой энергии  г. Райчихинск, ул. Победы 49 (гараж) - ст.132.0112;33945.09;11.02.2016
1075;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49 (гараж)  ст.132.0112;38584.75;11.02.2016
1076;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49 (гараж)  ст.132.0112;22594.09;04.04.2016
1077;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49 (гараж)  ст.132.0112;8804.57;16.05.2016
1078;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49 (гараж)  ст.132.0112;86.32;10.06.2016
1079;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49 (гараж)  ст.132.0112;223;23.11.2016
1080;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49 (гараж)  ст.132.0112;9401.82;23.11.2016
1081;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49 (гараж)  ст.132.0112;23732.11;05.12.2016
1082;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Райчихинск, ул. Победы 49 (гараж)  ст.132.0112;35630.61;29.12.2016
1084;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии Контрольно-пропускной  ул. Богдана Хмельницкого 52/2 ст.132.0112- Отд Благовещенск;32.22;03.08.2016
1085;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии Контрольно-пропускной  ул. Богдана Хмельницкого 52/2 ст.132.0112- Отд Благовещенск;48.31;02.09.2016
1086;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии Контрольно-пропускной  ул. Богдана Хмельницкого 52/2 ст.132.0112- Отд Благовещенск;177.15;01.11.2016
1087;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии Контрольно-пропускной  ул. Богдана Хмельницкого 52/2 ст.132.0112- Отд Благовещенск;273.77;05.12.2016
1088;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии Контрольно-пропускной  ул. Богдана Хмельницкого 52/2 ст.132.0112- Отд Благовещенск;338.19;22.12.2016
1089;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии Контрольно-пропускной  ул. Богдана Хмельницкого 52/2 ст.132.0112- Отд Благовещенск;32.21;29.12.2016
1091;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, Склад  ул. Комсомольская 8 ст.132.0112- Отд Благовещенск;3220.83;01.11.2016
1092;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, Склад  ул. Комсомольская 8 ст.132.0112- Отд Благовещенск;6441.67;05.12.2016
1093;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, Склад  ул. Комсомольская 8 ст.132.0112- Отд Благовещенск;9662.5;22.12.2016
1097;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;625.09;04.02.2016
1098;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;1411.64;04.03.2016
1099;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;1227.13;04.04.2016
1100;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;-7.61;19.04.2016
1101;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;-12.37;19.04.2016
1102;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;1227.13;12.05.2016
1103;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;462.7;08.06.2016
1104;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;1273.5;08.07.2016
1105;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;985.45;03.08.2016
1106;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;-285.36;05.08.2016
1107;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;1250.09;02.09.2016
1108;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;913.37;07.10.2016
1109;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;1057.78;02.11.2016
1110;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;1034.82;05.12.2016
1111;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;937.32;21.12.2016
1113;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка) ст.132.0113- Отд Благовещенск;213.99;04.02.2016
1114;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка) ст.132.0113- Отд Благовещенск;499.32;04.03.2016
1115;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка) ст.132.0113- Отд Благовещенск;427.99;04.04.2016
1116;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка) ст.132.0113- Отд Благовещенск;-8.56;19.04.2016
1117;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка) ст.132.0113- Отд Благовещенск;-1.9;19.04.2016
1118;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка) ст.132.0113- Отд Благовещенск;427.99;12.05.2016
1119;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка) ст.132.0113- Отд Благовещенск;166.44;08.06.2016
1120;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка) ст.132.0113- Отд Благовещенск;451.76;08.07.2016
1121;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка) ст.132.0113- Отд Благовещенск;345.6;03.08.2016
1122;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка) ст.132.0113- Отд Благовещенск;444.34;02.09.2016
1123;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка) ст.132.0113- Отд Благовещенск;320.91;07.10.2016
1124;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка) ст.132.0113- Отд Благовещенск;370.28;02.11.2016
1125;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка) ст.132.0113- Отд Благовещенск;345.6;05.12.2016
1126;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка) ст.132.0113- Отд Благовещенск;320.92;21.12.2016
1128;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;332.88;04.02.2016
1129;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;760.86;04.03.2016
1130;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;641.98;04.04.2016
1131;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;641.98;12.05.2016
1132;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;261.55;08.06.2016
1133;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;665.76;08.07.2016
1134;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;518.4;03.08.2016
1135;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;641.83;02.09.2016
1136;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;-29.96;07.09.2016
1137;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;469.02;07.10.2016
1138;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;543.08;02.11.2016
1139;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;469.03;05.12.2016
1140;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;493.71;21.12.2016
1142;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;344.61;04.02.2016
1143;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;787.67;04.03.2016
1144;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;664.6;04.04.2016
1145;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;664.6;12.05.2016
1146;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;270.76;08.06.2016
1147;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;689.21;08.07.2016
1148;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;541.2;03.08.2016
1149;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;670.05;02.09.2016
1150;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;-31.02;07.09.2016
1151;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;489.66;07.10.2016
1152;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;566.96;02.11.2016
1153;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;489.65;05.12.2016
1154;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- Новая) ст.132.0113- Отд Благовещенск;515.42;21.12.2016
1156;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0113- Отд Благовещенск;166.44;04.02.2016
1157;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0113- Отд Благовещенск;261.55;04.03.2016
1158;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0113- Отд Благовещенск;118.89;04.04.2016
1159;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0113- Отд Благовещенск;951.08;12.05.2016
1160;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0113- Отд Благовещенск;332.88;08.06.2016
1161;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0113- Отд Благовещенск;-332.92;30.06.2016
1162;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0113- Отд Благовещенск;-1331.68;30.06.2016
1163;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0113- Отд Благовещенск;47.51;08.07.2016
1164;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0113- Отд Благовещенск;197.48;03.08.2016
1165;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0113- Отд Благовещенск;444.34;02.09.2016
1166;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0113- Отд Благовещенск;222.17;07.10.2016
1167;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0113- Отд Благовещенск;222.17;02.11.2016
1168;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0113- Отд Благовещенск;246.86;05.12.2016
1169;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0113- Отд Благовещенск;172.8;21.12.2016
1171;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, ул. Комсомольская 8  ст.132.0113- Отд Благовещенск;166.44;04.02.2016
1172;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, ул. Комсомольская 8  ст.132.0113- Отд Благовещенск;190.22;04.03.2016
1173;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, ул. Комсомольская 8  ст.132.0113- Отд Благовещенск;190.22;04.04.2016
1174;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, ул. Комсомольская 8  ст.132.0113- Отд Благовещенск;95.11;12.05.2016
1175;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, ул. Комсомольская 8  ст.132.0113- Отд Благовещенск;118.89;08.06.2016
1176;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, ул. Комсомольская 8  ст.132.0113- Отд Благовещенск;190.22;08.07.2016
1177;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, ул. Комсомольская 8  ст.132.0113- Отд Благовещенск;98.74;03.08.2016
1178;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, ул. Комсомольская 8  ст.132.0113- Отд Благовещенск;110.1;02.09.2016
1179;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, ул. Комсомольская 8  ст.132.0113- Отд Благовещенск;-2.96;22.09.2016
1180;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, ул. Комсомольская 8  ст.132.0113- Отд Благовещенск;99.72;07.10.2016
1181;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, ул. Комсомольская 8  ст.132.0113- Отд Благовещенск;131.33;02.11.2016
1182;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, ул. Комсомольская 8  ст.132.0113- Отд Благовещенск;83.93;05.12.2016
1183;Оплата водоснабжения, канализации;Оплата водоснабжения г. Благовещенск, ул. Комсомольская 8  ст.132.0113- Отд Благовещенск;109.6;21.12.2016
1185;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, Богдана Хмельницкого 52/2 ст.132.0113- Отд Благовещенск;713.31;04.02.2016
1186;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, Богдана Хмельницкого 52/2 ст.132.0113- Отд Благовещенск;855.97;04.03.2016
1187;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, Богдана Хмельницкого 52/2 ст.132.0113- Отд Благовещенск;404.21;04.04.2016
1188;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, Богдана Хмельницкого 52/2 ст.132.0113- Отд Благовещенск;1117.52;12.05.2016
1189;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, Богдана Хмельницкого 52/2 ст.132.0113- Отд Благовещенск;689.53;08.06.2016
1190;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, Богдана Хмельницкого 52/2 ст.132.0113- Отд Благовещенск;1093.74;08.07.2016
1191;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, Богдана Хмельницкого 52/2 ст.132.0113- Отд Благовещенск;-39.95;21.07.2016
1192;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, Богдана Хмельницкого 52/2 ст.132.0113- Отд Благовещенск;-22.83;21.07.2016
1193;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, Богдана Хмельницкого 52/2 ст.132.0113- Отд Благовещенск;736.87;03.08.2016
1194;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, Богдана Хмельницкого 52/2 ст.132.0113- Отд Благовещенск;884.41;02.09.2016
1195;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, Богдана Хмельницкого 52/2 ст.132.0113- Отд Благовещенск;663.05;07.10.2016
1196;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, Богдана Хмельницкого 52/2 ст.132.0113- Отд Благовещенск;835.11;02.11.2016
1197;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, Богдана Хмельницкого 52/2 ст.132.0113- Отд Благовещенск;786.48;05.12.2016
1198;Оплата водоснабжения, канализации;Оплата водоснабжения  г. Благовещенск, Богдана Хмельницкого 52/2 ст.132.0113- Отд Благовещенск;589.49;21.12.2016
1200;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;647.12;04.02.2016
1201;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;1461.39;04.03.2016
1202;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;1270.37;04.04.2016
1203;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;-7.88;19.04.2016
1204;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;-12.8;19.04.2016
1205;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;1270.36;12.05.2016
1206;Оплата водоснабжения, канализации;Оплата канализации  г. Благовещенск, пер. Святителя Иннокентия 17 Админ. здание ст.132.0113- Отд Благовещенск;479.01;08.06.2016
