;Наименование вида расходов;Направление расходов;Отнесено;Дата проведения
166;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. В-Надеждинское ул.Пушкина 59. ст.132.0112;71213.59;08.02.2016
167;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. В-Надеждинское ул.Пушкина 59. ст.132.0112;51714.8;04.03.2016
168;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. В-Надеждинское ул.Пушкина 59. ст.132.0112;43553.93;13.04.2016
169;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. В-Надеждинское ул.Пушкина 59. ст.132.0112;30832.35;17.05.2016
170;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. В-Надеждинское ул.Пушкина 59. ст.132.0112;1674.48;06.06.2016
171;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. В-Надеждинское ул.Пушкина 59. ст.132.0112;6155.16;15.11.2016
172;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. В-Надеждинское ул.Пушкина 59. ст.132.0112;43264.96;08.12.2016
174;Оплата потребления тепловой энергии;Расходы прошлого года.Оплата потребления тепловой энергии ул.Мордовцева, 6  ст.132.0112;10379.95;10.02.2016
176;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Фонтанная, 19. ст.132.0112;19523.24;11.02.2016
177;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Фонтанная, 19. ст.132.0112;17050.45;15.03.2016
178;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Фонтанная, 19. ст.132.0112;14762.14;13.04.2016
179;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Фонтанная, 19. ст.132.0112;10057.96;16.05.2016
180;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Фонтанная, 19. ст.132.0112;3399.1;14.06.2016
181;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Фонтанная, 19. ст.132.0112;2769.13;11.07.2016
182;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Фонтанная, 19. ст.132.0112;2893.74;12.08.2016
183;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Фонтанная, 19. ст.132.0112;2342.06;12.09.2016
184;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Фонтанная, 19. ст.132.0112;3031.14;07.10.2016
185;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Фонтанная, 19. ст.132.0112;6921.59;10.11.2016
186;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Фонтанная, 19. ст.132.0112;13705.76;08.12.2016
187;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Фонтанная, 19. ст.132.0112;21880;28.12.2016
189;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;59470.51;11.02.2016
190;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;50219.54;15.03.2016
191;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;42478.94;13.04.2016
192;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;27375.32;16.05.2016
193;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;10950.12;14.06.2016
194;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;1006.97;11.07.2016
195;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;1748.75;12.08.2016
196;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;1492.6;12.09.2016
197;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;526.45;07.10.2016
198;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;169.6;10.11.2016
199;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;52479.36;08.12.2016
200;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;57380;28.12.2016
202;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;47363.67;11.02.2016
203;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;41666.45;15.03.2016
204;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;34045.95;13.04.2016
205;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;18418.33;16.05.2016
206;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;4646.29;14.06.2016
207;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;1046.62;11.07.2016
208;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;1298.8;12.08.2016
209;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;956.92;12.09.2016
210;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;546.96;07.10.2016
211;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;1021.32;10.11.2016
212;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;33662.49;08.12.2016
213;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;47380;28.12.2016
215;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-служебное. ст.132.0112;91810.82;11.02.2016
216;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-служебное. ст.132.0112;78358.28;15.03.2016
217;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-служебное. ст.132.0112;66745.21;13.04.2016
218;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-служебное. ст.132.0112;45661.37;16.05.2016
219;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-служебное. ст.132.0112;14949.95;14.06.2016
220;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-служебное. ст.132.0112;7294.52;11.07.2016
221;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-служебное. ст.132.0112;9417.46;12.08.2016
222;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-служебное. ст.132.0112;10313.88;12.09.2016
223;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-служебное. ст.132.0112;6278.85;07.10.2016
224;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-служебное. ст.132.0112;25020.25;10.11.2016
225;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-служебное. ст.132.0112;61617.49;08.12.2016
226;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-служебное. ст.132.0112;87380;28.12.2016
228;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;157443.46;11.02.2016
229;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;127959.67;15.03.2016
230;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;94787.77;13.04.2016
231;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;65137.51;16.05.2016
232;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;15249.07;14.06.2016
233;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;7884.68;11.07.2016
234;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;18440.14;12.08.2016
235;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;10754.67;12.09.2016
236;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;15480.2;07.10.2016
237;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;23066.82;10.11.2016
238;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;122490.97;08.12.2016
239;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;-381.64;16.12.2016
240;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;152380;28.12.2016
242;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;22308.06;11.02.2016
243;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;21913.6;15.03.2016
244;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;20647.76;13.04.2016
245;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;16500.94;16.05.2016
246;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;8644.94;14.06.2016
247;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;6725.59;11.07.2016
248;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;8683.25;12.08.2016
249;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;9509.74;12.09.2016
250;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;5789.52;07.10.2016
251;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;8268.99;10.11.2016
252;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;19714.72;08.12.2016
253;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;24380;28.12.2016
255;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Калинина, 261. ст.132.0112;54133.09;11.02.2016
256;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Калинина, 261. ст.132.0112;47974.53;15.03.2016
257;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Калинина, 261. ст.132.0112;40132.41;13.04.2016
258;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Калинина, 261. ст.132.0112;26865.63;16.05.2016
