;Наименование вида расходов;Направление расходов;Отнесено;Дата проведения
691;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Мордовцева,6  -  ст.134.1100;16036.8;17.08.2018
692;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Мордовцева,6  -  ст.134.1100;14636.64;03.09.2018
693;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Мордовцева,6  -  ст.134.1100;15866.52;04.10.2018
694;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Мордовцева,6  -  ст.134.1100;16218.82;02.11.2018
695;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Мордовцева,6  -  ст.134.1100;16579.04;06.12.2018
697;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;143061.04;18.01.2018
698;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;140290.62;21.02.2018
699;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;-6418.88;21.03.2018
700;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;139860.51;21.03.2018
701;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;123434.09;20.04.2018
702;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;137543.66;22.05.2018
703;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;115724.21;20.06.2018
704;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;-387.05;05.07.2018
705;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;134313.65;19.07.2018
706;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;128084.84;21.08.2018
707;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;131478.01;20.09.2018
708;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;122169.44;22.10.2018
709;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;132389.73;20.11.2018
710;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;-65.17;03.12.2018
711;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;-309.08;05.12.2018
712;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;129682.64;19.12.2018
713;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71  -  ст.134.1100;-1444.56;26.12.2018
715;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Калинина,261  -  ст.134.1100;31791.6;18.01.2018
716;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Калинина,261  -  ст.134.1100;28093.94;21.02.2018
717;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Калинина,261  -  ст.134.1100;-1327.64;21.03.2018
718;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Калинина,261  -  ст.134.1100;28979.22;21.03.2018
719;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Калинина,261  -  ст.134.1100;26660.34;20.04.2018
720;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Калинина,261  -  ст.134.1100;29268.2;22.05.2018
721;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Калинина,261  -  ст.134.1100;25562.23;20.06.2018
722;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Калинина,261  -  ст.134.1100;11151.3;19.07.2018
723;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Калинина,261  -  ст.134.1100;-273.47;08.08.2018
724;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Калинина,261  -  ст.134.1100;12994.57;21.08.2018
725;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Калинина,261  -  ст.134.1100;14011.83;20.09.2018
726;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Калинина,261  -  ст.134.1100;37580.34;22.10.2018
727;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Калинина,261  -  ст.134.1100;75538.21;20.11.2018
728;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Калинина,261  -  ст.134.1100;14022.68;19.12.2018
730;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,73А -  ст.134.1100;16504.13;21.02.2018
731;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,73А -  ст.134.1100;32046.16;21.03.2018
732;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,73А -  ст.134.1100;4143.17;20.04.2018
733;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,73А -  ст.134.1100;12986.31;22.05.2018
734;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,73А -  ст.134.1100;13604.19;20.06.2018
735;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,73А -  ст.134.1100;11328.04;19.07.2018
736;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,73А -  ст.134.1100;12614.53;21.08.2018
737;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,73А -  ст.134.1100;12428.18;20.09.2018
738;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,73А -  ст.134.1100;20933.02;22.10.2018
739;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,73А -  ст.134.1100;20782.04;20.11.2018
740;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,73А -  ст.134.1100;15608.21;19.12.2018
742;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71Пристройка  -  ст.134.1100;183337.71;18.01.2018
743;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71Пристройка  -  ст.134.1100;91863.14;21.02.2018
744;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71Пристройка  -  ст.134.1100;-8226.03;21.03.2018
745;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71Пристройка  -  ст.134.1100;100477.28;21.03.2018
746;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71Пристройка  -  ст.134.1100;109377.15;20.04.2018
747;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71Пристройка  -  ст.134.1100;40077.4;22.05.2018
748;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71Пристройка  -  ст.134.1100;184387.2;20.06.2018
749;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71Пристройка  -  ст.134.1100;13008.61;19.07.2018
750;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71Пристройка  -  ст.134.1100;22451.7;21.08.2018
751;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71Пристройка  -  ст.134.1100;60555.9;20.09.2018
752;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71Пристройка  -  ст.134.1100;75027.13;22.10.2018
753;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71Пристройка  -  ст.134.1100;41643.56;20.11.2018
754;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  ул.Светланская,71Пристройка  -  ст.134.1100;49837.41;19.12.2018
756;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102   -  ст.134.1100;191616.88;18.01.2018
757;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102   -  ст.134.1100;-8002.01;09.02.2018
758;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102   -  ст.134.1100;183185.91;19.02.2018
759;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102   -  ст.134.1100;161283.89;20.03.2018
760;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102   -  ст.134.1100;141548.95;20.04.2018
761;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102   -  ст.134.1100;121045.32;21.05.2018
762;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102   -  ст.134.1100;126021.79;21.06.2018
763;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102   -  ст.134.1100;112574.08;24.07.2018
764;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102   -  ст.134.1100;133866.69;24.08.2018
765;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102   -  ст.134.1100;125158.41;21.09.2018
766;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102   -  ст.134.1100;111366.61;22.10.2018
767;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102   -  ст.134.1100;132115.02;20.11.2018
768;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102   -  ст.134.1100;151228.65;21.12.2018
769;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Уссурийск, ул.Некрасова, 102   -  ст.134.1100;-820.93;25.12.2018
771;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. пгт.Кировский, ул.Советская, 76 -  ст.134.1100;167.52;02.08.2018
773;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13   -  ст.134.1100;50397.6;18.01.2018
774;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13   -  ст.134.1100;49632.57;20.02.2018
775;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13   -  ст.134.1100;-2248.48;20.02.2018
776;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13   -  ст.134.1100;46182.45;20.03.2018
777;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13   -  ст.134.1100;51967.88;20.04.2018
778;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13   -  ст.134.1100;50902.64;18.05.2018
779;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13   -  ст.134.1100;51466.16;20.06.2018
780;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13   -  ст.134.1100;47107.39;19.07.2018
781;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13   -  ст.134.1100;51202.9;20.08.2018
782;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13   -  ст.134.1100;52933.83;19.09.2018
783;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13   -  ст.134.1100;50265.9;19.10.2018
784;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13   -  ст.134.1100;48705.24;20.11.2018
785;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Находка, Находкинский пр-т, 13   -  ст.134.1100;46051.34;19.12.2018
787;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Партизанск, ул.Аллилуева, 11 -  ст.134.1100;3110.03;18.01.2018
788;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Партизанск, ул.Аллилуева, 11 -  ст.134.1100;-138.74;20.02.2018
789;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Партизанск, ул.Аллилуева, 11 -  ст.134.1100;2746.33;28.02.2018
790;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Партизанск, ул.Аллилуева, 11 -  ст.134.1100;2681.38;20.03.2018
791;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Партизанск, ул.Аллилуева, 11 -  ст.134.1100;2764.96;20.04.2018
792;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Партизанск, ул.Аллилуева, 11 -  ст.134.1100;2728.1;18.05.2018
793;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Партизанск, ул.Аллилуева, 11 -  ст.134.1100;2111;20.06.2018
795;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;63.93;20.02.2018
796;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;778.13;20.03.2018
797;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;807.18;20.04.2018
798;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;771.14;18.05.2018
799;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;234.68;20.06.2018
800;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;145.19;19.07.2018
801;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;165.67;20.08.2018
802;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;158.91;19.09.2018
803;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;188.75;19.10.2018
804;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;174.78;20.11.2018
805;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;158.04;19.12.2018
807;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Лесозаводск ул.Григоренко, 6 ст.134.1100;749.13;22.10.2018
808;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. г.Лесозаводск ул.Григоренко, 6 ст.134.1100;337.52;20.11.2018
811;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;186926.76;09.02.2018
812;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;146645.53;15.03.2018
813;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;113002.42;09.04.2018
814;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;59654.7;15.05.2018
815;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;14979.7;07.06.2018
816;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;16799.11;16.08.2018
817;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;13549.88;11.10.2018
818;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;20848.18;09.11.2018
819;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;86680.6;07.12.2018
820;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;86680.6;21.12.2018
822;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка -  ст.134.1100;53813.56;09.02.2018
823;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка -  ст.134.1100;48902.47;15.03.2018
824;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка -  ст.134.1100;35028.89;09.04.2018
825;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка -  ст.134.1100;18720.19;15.05.2018
826;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка -  ст.134.1100;1576.06;07.06.2018
827;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка -  ст.134.1100;1647.64;13.07.2018
828;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка -  ст.134.1100;1343.73;16.08.2018
829;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка -  ст.134.1100;447.91;11.09.2018
830;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка -  ст.134.1100;373.11;11.10.2018
831;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка -  ст.134.1100;181.4;09.11.2018
832;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка -  ст.134.1100;24767.14;07.12.2018
833;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,71-Пристройка -  ст.134.1100;24767.14;21.12.2018
835;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73 -  ст.134.1100;113346.13;09.02.2018
836;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73 -  ст.134.1100;94529.87;15.03.2018
837;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73 -  ст.134.1100;79254.97;09.04.2018
838;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73 -  ст.134.1100;47321.46;15.05.2018
839;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73 -  ст.134.1100;8812.03;07.06.2018
840;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73 -  ст.134.1100;9398.78;13.07.2018
841;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73 -  ст.134.1100;10772.44;16.08.2018
842;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73 -  ст.134.1100;979.13;11.09.2018
843;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73 -  ст.134.1100;2938.96;11.10.2018
844;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73 -  ст.134.1100;12416.04;09.11.2018
845;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73 -  ст.134.1100;73829.98;07.12.2018
846;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73 -  ст.134.1100;73829.98;21.12.2018
848;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100;76973.88;16.01.2018
849;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100;83983.13;07.02.2018
850;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100;73628;20.03.2018
851;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100;54093.08;10.04.2018
852;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100;12449.84;17.05.2018
853;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100;4004.61;31.05.2018
854;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100;404.02;15.11.2018
855;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина,59  -  ст.134.1100;10016.65;06.12.2018
857;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100;27633.24;09.02.2018
858;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100;29056.05;15.03.2018
859;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100;24022.45;09.04.2018
860;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100;22999.4;15.05.2018
861;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100;9654.55;07.06.2018
862;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100;8665.88;13.07.2018
863;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100;9932.39;16.08.2018
864;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100;902.54;11.09.2018
865;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100;2709.85;11.10.2018
866;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100;7901.12;09.11.2018
867;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100;20135.76;07.12.2018
868;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Пушкинская,8б -  ст.134.1100;20135.76;21.12.2018
870;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Калинина, 261 -  ст.134.1100;56387.02;09.02.2018
871;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Калинина, 261 -  ст.134.1100;69527.43;15.03.2018
872;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Калинина, 261 -  ст.134.1100;45636.34;09.04.2018
873;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Калинина, 261 -  ст.134.1100;39826.75;15.05.2018
874;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Калинина, 261 -  ст.134.1100;-1210.71;08.08.2018
875;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Калинина, 261 -  ст.134.1100;42762.6;07.12.2018
876;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Калинина, 261 -  ст.134.1100;42762.6;21.12.2018
878;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,69 -  ст.134.1100;26872.45;29.01.2018
879;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,69 -  ст.134.1100;41511.19;07.03.2018
880;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,69 -  ст.134.1100;41369.34;05.04.2018
881;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,69 -  ст.134.1100;25402.34;04.05.2018
882;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,69 -  ст.134.1100;28419.93;29.05.2018
883;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,69 -  ст.134.1100;21810.93;26.12.2018
885;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100;37677.83;09.02.2018
886;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100;36048.36;15.03.2018
887;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100;27988.91;09.04.2018
888;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100;19275.64;15.05.2018
889;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100;1787.33;07.06.2018
890;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100;1872.53;13.07.2018
891;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100;1564.28;16.08.2018
892;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100;461.55;11.09.2018
893;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100;446.28;11.10.2018
894;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100;1379.44;09.11.2018
895;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100;21581.24;07.12.2018
896;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100;21581.24;21.12.2018
898;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;7245.8;15.01.2018
899;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;9863.35;06.02.2018
900;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;12449.94;12.03.2018
901;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;10833.34;04.04.2018
902;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;6720.68;08.05.2018
903;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;3702.21;07.06.2018
