;Наименование вида расходов;Направление расходов;Отнесено;Дата проведения
20;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1480.03;16.01.2018
21;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;11.6;22.01.2018
22;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;11.6;09.02.2018
23;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1601.34;14.02.2018
24;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;11.6;06.03.2018
25;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1722.65;15.03.2018
26;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1019.03;06.04.2018
27;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;11.6;11.04.2018
28;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;11.6;08.05.2018
29;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1140.35;16.05.2018
30;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1091.82;07.06.2018
31;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;11.6;08.06.2018
32;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;11.6;06.07.2018
33;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1043.3;13.07.2018
34;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1011.86;16.08.2018
35;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;12.09;16.08.2018
36;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;12.09;07.09.2018
37;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;885.38;14.09.2018
38;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1188.94;09.10.2018
39;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;12.09;17.10.2018
40;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;12.09;09.11.2018
41;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;733.6;14.11.2018
42;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;12.09;07.12.2018
43;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;809.49;12.12.2018
45;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;681.86;16.01.2018
46;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;10.69;22.01.2018
47;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;10.69;09.02.2018
48;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;737.75;14.02.2018
49;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;10.69;06.03.2018
50;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;793.64;15.03.2018
51;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;469.47;06.04.2018
52;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;10.69;11.04.2018
53;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;10.69;08.05.2018
54;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;525.36;16.05.2018
55;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;503.01;07.06.2018
56;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;10.69;08.06.2018
57;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;10.69;06.07.2018
58;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;480.65;13.07.2018
59;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;500.68;16.08.2018
60;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;11.97;16.08.2018
61;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;11.97;07.09.2018
62;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;438.09;14.09.2018
63;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;588.3;09.10.2018
64;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;11.97;17.10.2018
65;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;11.97;09.11.2018
66;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;362.99;14.11.2018
67;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;11.97;07.12.2018
68;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;400.54;12.12.2018
70;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1887.47;18.01.2018
71;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;389.27;22.01.2018
72;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;389.27;09.02.2018
73;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;872.98;21.02.2018
74;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;389.27;06.03.2018
75;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1592.47;21.03.2018
76;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;389.27;11.04.2018
77;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1510.93;20.04.2018
78;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;389.27;08.05.2018
79;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1014.48;22.05.2018
80;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;389.27;08.06.2018
81;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1626.05;20.06.2018
82;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;389.27;06.07.2018
83;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;4439.26;19.07.2018
84;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;404.4;16.08.2018
85;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1908.51;21.08.2018
86;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;404.4;07.09.2018
87;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1689.25;20.09.2018
88;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;404.4;17.10.2018
89;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;1108.73;22.10.2018
90;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;404.4;09.11.2018
91;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;2307.15;20.11.2018
92;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;404.4;07.12.2018
93;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;996.61;19.12.2018
95;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;15689.75;09.02.2018
96;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;13463.97;15.03.2018
97;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;11713.58;09.04.2018
98;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;8088.95;15.05.2018
99;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;2761.28;07.06.2018
100;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;3165.74;16.08.2018
101;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;3885.05;11.09.2018
102;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;2974.04;11.10.2018
103;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;4879.56;09.11.2018
104;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;11317.31;07.12.2018
105;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;13354.43;21.12.2018
107;Расходы на коммунальные услуги;Оплата за горячее водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;61.8;22.01.2018
108;Расходы на коммунальные услуги;Оплата за горячее водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;61.8;09.02.2018
109;Расходы на коммунальные услуги;Оплата за горячее водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;61.8;06.03.2018
110;Расходы на коммунальные услуги;Оплата за горячее водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;61.8;11.04.2018
111;Расходы на коммунальные услуги;Оплата за горячее водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;61.8;08.05.2018
112;Расходы на коммунальные услуги;Оплата за горячее водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;61.8;08.06.2018
113;Расходы на коммунальные услуги;Оплата за горячее водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;61.8;06.07.2018
114;Расходы на коммунальные услуги;Оплата за горячее водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;62.24;16.08.2018
115;Расходы на коммунальные услуги;Оплата за горячее водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;62.24;07.09.2018
116;Расходы на коммунальные услуги;Оплата за горячее водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;62.24;17.10.2018
117;Расходы на коммунальные услуги;Оплата за горячее водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;6.48;29.10.2018
118;Расходы на коммунальные услуги;Оплата за горячее водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;64.4;09.11.2018
119;Расходы на коммунальные услуги;Оплата за горячее водоснабжение по тарифам зд. ул.Верхнепортовая, 44 -  ст.134.1100;64.4;07.12.2018
128;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;13.19;16.01.2018
129;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;13.19;14.02.2018
130;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;13.19;06.04.2018
131;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;13.19;16.05.2018
132;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;13.19;07.06.2018
133;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;14.77;14.09.2018
134;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;14.77;09.10.2018
135;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;14.77;14.11.2018
136;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;14.77;12.12.2018
138;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;28.63;16.01.2018
139;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;28.63;14.02.2018
140;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;28.63;06.04.2018
141;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;28.63;16.05.2018
142;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;28.63;07.06.2018
143;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;29.85;14.09.2018
144;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;29.85;09.10.2018
145;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;29.85;14.11.2018
146;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;29.85;12.12.2018
148;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;1259.58;16.01.2018
149;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;1288.21;14.02.2018
150;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;1517.22;15.03.2018
151;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;973.31;06.04.2018
152;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;1660.35;16.05.2018
153;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;1459.97;07.06.2018
154;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;1545.85;13.07.2018
155;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;1164.31;16.08.2018
156;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;2597.3;14.09.2018
157;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;1492.7;09.10.2018
158;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;1492.7;14.11.2018
159;Расходы на коммунальные услуги;Оплата за холодное водоснабжение  по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;895.62;12.12.2018
161;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 73  (Столовая) -  ст.134.1100;580.47;16.01.2018
162;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 73  (Столовая) -  ст.134.1100;593.66;14.02.2018
163;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 73  (Столовая) -  ст.134.1100;699.2;15.03.2018
164;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 73  (Столовая) -  ст.134.1100;448.54;06.04.2018
165;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 73  (Столовая) -  ст.134.1100;765.16;16.05.2018
166;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 73  (Столовая) -  ст.134.1100;672.81;07.06.2018
167;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 73  (Столовая) -  ст.134.1100;712.39;13.07.2018
168;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 73  (Столовая) -  ст.134.1100;576.17;16.08.2018
169;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 73  (Столовая) -  ст.134.1100;1285.3;14.09.2018
170;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 73  (Столовая) -  ст.134.1100;738.68;09.10.2018
171;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 73  (Столовая) -  ст.134.1100;738.68;14.11.2018
172;Расходы на коммунальные услуги;Оплата за водоотведение по тарифам ул. Светланская, 73  (Столовая) -  ст.134.1100;443.21;12.12.2018
174;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;7544.89;18.01.2018
175;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;6120.55;21.02.2018
176;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;-338.53;21.03.2018
177;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;5562.6;21.03.2018
178;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;6658.84;20.04.2018
179;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;6060.65;22.05.2018
180;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;10073.08;20.06.2018
181;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;2625.88;19.07.2018
182;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;693.05;21.08.2018
183;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;6647.51;20.09.2018
184;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;6324.85;22.10.2018
185;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;6357.79;20.11.2018
186;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;4839.97;19.12.2018
188;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;24814.3;18.01.2018
189;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;20142.5;21.02.2018
190;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;-1113.37;21.03.2018
191;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;26961.94;21.03.2018
192;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;21466.08;20.04.2018
193;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;27586.97;22.05.2018
194;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;24363.58;20.06.2018
195;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;26563.38;19.07.2018
196;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;18127.9;21.08.2018
197;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;32355.29;20.09.2018
198;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;31091.62;22.10.2018
199;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;32736.97;20.11.2018
200;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;27556.35;19.12.2018
202;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;16044.56;09.02.2018
203;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;13380.96;15.03.2018
204;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;11218.79;09.04.2018
205;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;6698.43;15.05.2018
206;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;1246.58;07.06.2018
207;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;1330.4;13.07.2018
208;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;1524.91;16.08.2018
209;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;138.4;11.09.2018
210;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;415.88;11.10.2018
211;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;1758.05;09.11.2018
212;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;10450.84;07.12.2018
213;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 73 (Столовая) -  ст.134.1100;10450.84;21.12.2018
215;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;2956.54;09.02.2018
216;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;2613.52;15.03.2018
217;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;1960.14;09.04.2018
218;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;1331.26;15.05.2018
219;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;60.18;07.06.2018
220;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;17.02;11.09.2018
221;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;14.11;11.10.2018
222;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;6.72;09.11.2018
223;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;1336.11;07.12.2018
224;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам ул. Светланская, 71 (Буфет) -  ст.134.1100;1336.11;21.12.2018
234;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;1006.78;12.01.2018
235;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;1118.64;05.02.2018
236;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;1379.66;06.03.2018
237;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;1342.37;05.04.2018
238;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;1603.38;07.05.2018
239;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;1416.94;07.06.2018
240;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;708.47;03.07.2018
