;Наименование вида расходов;Направление расходов;Отнесено;Дата проведения
560;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100;265.22;11.11.2019
561;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Светланская,73А -  ст.134.1100;14553.76;10.12.2019
563;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100;5981.83;14.01.2019
564;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100;22847.92;08.02.2019
565;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100;19786.96;11.03.2019
566;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100;16748.76;08.04.2019
567;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100;12246.14;15.05.2019
568;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100;2607.74;10.06.2019
569;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100;1835.67;09.07.2019
570;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100;3290.68;08.08.2019
571;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100;312.51;11.09.2019
572;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100;1096.12;09.10.2019
573;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100;5221.72;11.11.2019
574;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд. ул.Фонтанная, 19 -  ст.134.1100;15389.95;10.12.2019
576;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;67001.78;14.01.2019
577;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;185272.95;08.02.2019
578;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;132838.47;11.03.2019
579;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;99584.14;08.04.2019
580;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;76093.36;15.05.2019
581;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;25642.37;10.06.2019
582;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;19170.52;09.07.2019
583;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;21716.71;08.08.2019
584;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;15116.19;11.09.2019
585;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;20367.97;09.10.2019
586;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;24669.23;11.11.2019
587;Расходы на коммунальные услуги;Оплата за тепловую энергию по тарифам зд.Океанский пр-т, 34 -  ст.134.1100;101177.45;10.12.2019
590;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;1035.45;10.01.2019
591;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;975;07.02.2019
592;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;819;06.03.2019
593;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;1443;05.04.2019
594;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;585;08.05.2019
595;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;1170;10.06.2019
596;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;858;08.07.2019
597;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;929.57;06.08.2019
598;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;1616.64;05.09.2019
599;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;444.58;07.10.2019
600;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;1252.9;08.11.2019
601;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13 -  ст.134.1100;889.15;06.12.2019
603;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 -  ст.134.1100;1220.05;17.01.2019
604;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 -  ст.134.1100;1277.22;21.02.2019
605;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 -  ст.134.1100;1569.16;14.03.2019
606;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 -  ст.134.1100;1386.7;09.04.2019
607;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 -  ст.134.1100;1788.11;14.05.2019
608;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 -  ст.134.1100;1642.14;13.06.2019
609;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 -  ст.134.1100;1423.19;08.07.2019
610;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 -  ст.134.1100;1631.6;16.08.2019
611;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 -  ст.134.1100;1479.82;11.09.2019
612;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 -  ст.134.1100;2048.98;15.10.2019
613;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 -  ст.134.1100;1669.54;15.11.2019
614;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 -  ст.134.1100;1365.98;10.12.2019
616;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей) -  ст.134.1100;71.77;17.01.2019
617;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей) -  ст.134.1100;72.98;21.02.2019
618;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей) -  ст.134.1100;72.98;14.03.2019
619;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей) -  ст.134.1100;109.48;09.04.2019
620;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей) -  ст.134.1100;109.48;14.05.2019
621;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей) -  ст.134.1100;36.49;13.06.2019
622;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей) -  ст.134.1100;109.48;08.07.2019
623;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей) -  ст.134.1100;75.88;16.08.2019
624;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей) -  ст.134.1100;75.89;11.09.2019
625;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей) -  ст.134.1100;113.83;15.10.2019
626;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей) -  ст.134.1100;151.78;15.11.2019
627;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей) -  ст.134.1100;75.89;10.12.2019
629;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34 -   ст.134.1100;3821.32;10.01.2019
630;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34 -   ст.134.1100;4402.2;08.02.2019
631;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34 -   ст.134.1100;4554;07.03.2019
632;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34 -   ст.134.1100;4311.12;08.04.2019
633;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34 -   ст.134.1100;4250.4;15.05.2019
634;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34 -   ст.134.1100;4128.96;07.06.2019
635;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34 -   ст.134.1100;4766.52;09.07.2019
636;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34 -   ст.134.1100;3788.64;08.08.2019
637;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34 -   ст.134.1100;3914.93;02.09.2019
638;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34 -   ст.134.1100;4388.51;02.10.2019
639;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34 -   ст.134.1100;4577.94;06.11.2019
640;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34 -   ст.134.1100;4451.65;05.12.2019
641;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34 -   ст.134.1100;5177.81;27.12.2019
643;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59 -  ст.134.1100;30.05;10.01.2019
644;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59 -  ст.134.1100;61.13;06.02.2019
645;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59 -  ст.134.1100;30.56;07.03.2019
646;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59 -  ст.134.1100;61.13;08.04.2019
647;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59 -  ст.134.1100;122.26;07.06.2019
648;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59 -  ст.134.1100;76.44;09.07.2019
649;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59 -  ст.134.1100;31.54;08.08.2019
650;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59 -  ст.134.1100;31.74;02.09.2019
651;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59 -  ст.134.1100;31.74;02.10.2019
652;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59 -  ст.134.1100;63.48;06.11.2019
653;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59 -  ст.134.1100;63.48;05.12.2019
654;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59 -  ст.134.1100;63.48;26.12.2019
656;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;477.66;10.01.2019
657;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;516.12;08.02.2019
658;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;546.48;07.03.2019
659;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;455.4;08.04.2019
660;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;910.8;15.05.2019
661;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;759;07.06.2019
662;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;728.64;09.07.2019
663;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;820.87;08.08.2019
664;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;726.16;02.09.2019
665;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;694.59;02.10.2019
666;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;789.3;06.11.2019
667;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;-65.23;03.12.2019
668;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;1294.45;05.12.2019
669;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;-797.11;12.12.2019
670;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;1231.31;27.12.2019
671;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261 -  ст.134.1100;-114.91;27.12.2019
673;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;388.1;21.01.2019
674;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;303.6;14.03.2019
675;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;455.4;14.03.2019
676;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;394.68;02.04.2019
677;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;364.32;15.05.2019
678;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;425.04;20.06.2019
679;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;91.08;12.07.2019
680;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;637.56;08.08.2019
681;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;410.43;11.09.2019
682;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;505.15;07.10.2019
683;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;284.14;06.11.2019
684;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;757.73;05.12.2019
685;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Мордовцева,6 -  ст.134.1100;378.86;24.12.2019
687;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Пушкинская, 8Б -  ст.134.1100;30.36;08.02.2019
688;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Пушкинская, 8Б -  ст.134.1100;30.36;15.05.2019
690;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 69 -   ст.134.1100;2119.63;11.02.2019
691;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 69 -   ст.134.1100;1730.52;28.02.2019
692;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 69 -   ст.134.1100;1943.04;01.04.2019
693;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 69 -   ст.134.1100;1760.88;29.04.2019
694;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 69 -   ст.134.1100;1760.88;27.05.2019
695;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 69 -   ст.134.1100;1487.64;24.06.2019
696;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 69 -   ст.134.1100;1882.32;30.07.2019
697;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 69 -   ст.134.1100;2245.9;27.08.2019
698;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 69 -   ст.134.1100;1578.6;27.09.2019
699;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 69 -   ст.134.1100;2178.47;31.10.2019
700;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 69 -   ст.134.1100;1925.89;29.11.2019
701;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 69 -   ст.134.1100;2494.19;23.12.2019
703;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 -   ст.134.1100;3939.24;10.01.2019
704;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 -   ст.134.1100;3236.38;08.02.2019
705;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 -   ст.134.1100;-57.31;26.02.2019
706;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 -   ст.134.1100;3848.13;07.03.2019
707;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 -   ст.134.1100;-8.36;18.03.2019
708;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 -   ст.134.1100;2644.36;08.04.2019
709;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 -   ст.134.1100;3216.64;15.05.2019
710;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 -   ст.134.1100;1953.67;07.06.2019
711;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 -   ст.134.1100;2247.78;09.07.2019
712;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 -   ст.134.1100;2621.66;08.08.2019
713;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 -   ст.134.1100;3966.29;02.09.2019
714;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 -   ст.134.1100;3570.79;02.10.2019
715;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 -   ст.134.1100;3589.74;06.11.2019
716;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 -   ст.134.1100;2195.83;05.12.2019
717;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 -   ст.134.1100;2647.31;27.12.2019
719;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 Пристройка -   ст.134.1100;2121.13;10.01.2019
720;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 Пристройка -   ст.134.1100;1742.66;08.02.2019
721;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 Пристройка -   ст.134.1100;2072.07;07.03.2019
722;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 Пристройка -   ст.134.1100;1423.88;08.04.2019
723;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 Пристройка -   ст.134.1100;1732.04;15.05.2019
724;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 Пристройка -   ст.134.1100;1051.97;07.06.2019
725;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 Пристройка -   ст.134.1100;902.08;09.07.2019
726;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 Пристройка -   ст.134.1100;1411.66;08.08.2019
727;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 Пристройка -   ст.134.1100;2135.69;02.09.2019
728;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 Пристройка -   ст.134.1100;1922.74;02.10.2019
729;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 Пристройка -   ст.134.1100;1966.94;06.11.2019
730;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 Пристройка -   ст.134.1100;1182.37;05.12.2019
731;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 71 Пристройка -   ст.134.1100;1425.48;27.12.2019
733;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Фонтанная, 19 -   ст.134.1100;59.7;10.01.2019
734;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Фонтанная, 19 -   ст.134.1100;91.08;08.02.2019
735;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Фонтанная, 19 -   ст.134.1100;60.72;07.03.2019
736;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Фонтанная, 19 -   ст.134.1100;60.72;08.04.2019
737;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Фонтанная, 19 -   ст.134.1100;30.36;15.05.2019
738;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Фонтанная, 19 -   ст.134.1100;60.72;07.06.2019
739;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Фонтанная, 19 -   ст.134.1100;30.36;09.07.2019
740;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Фонтанная, 19 -   ст.134.1100;63.14;08.08.2019
741;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Фонтанная, 19 -   ст.134.1100;31.57;02.09.2019
742;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Фонтанная, 19 -   ст.134.1100;63.14;02.10.2019
743;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Фонтанная, 19 -   ст.134.1100;31.57;06.11.2019
744;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Фонтанная, 19 -   ст.134.1100;63.14;05.12.2019
745;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Фонтанная, 19 -   ст.134.1100;31.57;27.12.2019
747;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 73 А -   ст.134.1100;599.87;02.09.2019
748;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 73 А -   ст.134.1100;473.58;02.10.2019
749;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 73 А -   ст.134.1100;473.58;06.11.2019
750;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 73 А -   ст.134.1100;378.86;05.12.2019
751;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 73 А -   ст.134.1100;-25.28;24.12.2019
752;Расходы на коммунальные услуги;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская, 73 А -   ст.134.1100;473.58;27.12.2019
755;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;149.18;21.01.2019
756;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;167.16;19.02.2019
757;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;154.16;19.03.2019
758;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;157.9;19.04.2019
759;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;147.18;20.05.2019
760;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;165.06;19.06.2019
761;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;136.88;19.07.2019
762;Расходы на коммунальные услуги;Оплата за электроэнергию по тарифам  зд.  Вл-Александровское, ул. Седова, 23   -  ст.134.1100;191.88;20.08.2019
