;Наименование вида расходов;Направление расходов;Отнесено;Дата проведения
767;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. КИРОВСКИЙ ул. Советская, 76 ст.132.0112;54194.72;10.03.2017
768;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. КИРОВСКИЙ ул. Советская, 76 ст.132.0112;47929.49;05.04.2017
769;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. КИРОВСКИЙ ул. Советская, 76 ст.132.0112;24331.67;10.05.2017
770;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. КИРОВСКИЙ ул. Советская, 76 ст.132.0112;6145.99;15.06.2017
771;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. КИРОВСКИЙ ул. Советская, 76 ст.132.0112;19767.15;16.11.2017
772;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии пгт. КИРОВСКИЙ ул. Советская, 76 ст.132.0112;37913.5;11.12.2017
774;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии (затраты на дизельное топливо) с. Камень-Рыболов, ул.Октябрьская, 10а . ст.132.0112;16973.68;10.02.2017
775;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии (затраты на дизельное топливо) с. Камень-Рыболов, ул.Октябрьская, 10а . ст.132.0112;19923.88;21.03.2017
776;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии (затраты на дизельное топливо) с. Камень-Рыболов, ул.Октябрьская, 10а . ст.132.0112;10253.34;05.04.2017
777;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии (затраты на дизельное топливо) с. Камень-Рыболов, ул.Октябрьская, 10а . ст.132.0112;11336.54;26.04.2017
778;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии (затраты на дизельное топливо) с. Камень-Рыболов, ул.Октябрьская, 10а . ст.132.0112;4109.22;07.06.2017
779;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии (затраты на дизельное топливо) с. Камень-Рыболов, ул.Октябрьская, 10а . ст.132.0112;859.92;08.12.2017
781;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии ул.Некрасова 102. (гараж). ст.132.0112;170445.91;16.02.2017
782;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии ул.Некрасова 102. (гараж). ст.132.0112;125622.32;20.03.2017
783;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии ул.Некрасова 102. (гараж). ст.132.0112;110539.49;14.04.2017
784;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии ул.Некрасова 102. (гараж). ст.132.0112;75798.31;31.05.2017
785;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии ул.Некрасова 102. (гараж). ст.132.0112;55690.06;24.11.2017
786;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии ул.Некрасова 102. (гараж). ст.132.0112;107693.21;21.12.2017
788;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии ул.Некрасова 102. ст.132.0112;281138.37;16.02.2017
789;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии ул.Некрасова 102. ст.132.0112;212573.84;20.03.2017
790;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии ул.Некрасова 102. ст.132.0112;187578.55;14.04.2017
791;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии ул.Некрасова 102. ст.132.0112;138917.1;31.05.2017
792;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии ул.Некрасова 102. ст.132.0112;95727.67;24.11.2017
793;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии ул.Некрасова 102. ст.132.0112;178970.89;21.12.2017
797;Оплата водоснабжения, канализации;Оплата водоотведение. Гараж. ст.132.0113;117.62;13.01.2017
798;Оплата водоснабжения, канализации;Оплата водоотведение. Гараж. ст.132.0113;88.22;10.02.2017
799;Оплата водоснабжения, канализации;Оплата водоотведение. Гараж. ст.132.0113;147.03;10.03.2017
800;Оплата водоснабжения, канализации;Оплата водоотведение. Гараж. ст.132.0113;176.43;14.04.2017
801;Оплата водоснабжения, канализации;Оплата водоотведение. Гараж. ст.132.0113;88.22;12.05.2017
802;Оплата водоснабжения, канализации;Оплата водоотведение. Гараж. ст.132.0113;88.22;13.06.2017
803;Оплата водоснабжения, канализации;Оплата водоотведение. Гараж. ст.132.0113;117.62;18.07.2017
804;Оплата водоснабжения, канализации;Оплата водоотведение. Гараж. ст.132.0113;152.93;15.08.2017
805;Оплата водоснабжения, канализации;Оплата водоотведение. Гараж. ст.132.0113;122.34;18.09.2017
806;Оплата водоснабжения, канализации;Оплата водоотведение. Гараж. ст.132.0113;30.59;10.10.2017
807;Оплата водоснабжения, канализации;Оплата водоотведение. Гараж. ст.132.0113;122.34;10.11.2017
808;Оплата водоснабжения, канализации;Оплата водоотведение. Гараж. ст.132.0113;61.17;11.12.2017
809;Оплата водоснабжения, канализации;Оплата водоотведение. Гараж. ст.132.0113;-17.14;27.12.2017
811;Оплата водоснабжения, канализации;Оплата водоотведение. Осн.здание. ст.132.0113;1499.69;13.01.2017
812;Оплата водоснабжения, канализации;Оплата водоотведение. Осн.здание. ст.132.0113;940.98;10.02.2017
813;Оплата водоснабжения, канализации;Оплата водоотведение. Осн.здание. ст.132.0113;676.33;10.03.2017
814;Оплата водоснабжения, канализации;Оплата водоотведение. Осн.здание. ст.132.0113;911.57;14.04.2017
815;Оплата водоснабжения, канализации;Оплата водоотведение. Осн.здание. ст.132.0113;793.95;12.05.2017
816;Оплата водоснабжения, канализации;Оплата водоотведение. Осн.здание. ст.132.0113;882.17;13.06.2017
817;Оплата водоснабжения, канализации;Оплата водоотведение. Осн.здание. ст.132.0113;970.38;18.07.2017
818;Оплата водоснабжения, канализации;Оплата водоотведение. Осн.здание. ст.132.0113;886.98;15.08.2017
819;Оплата водоснабжения, канализации;Оплата водоотведение. Осн.здание. ст.132.0113;1437.52;18.09.2017
820;Оплата водоснабжения, канализации;Оплата водоотведение. Осн.здание. ст.132.0113;1101.08;10.10.2017
821;Оплата водоснабжения, канализации;Оплата водоотведение. Осн.здание. ст.132.0113;1315.18;10.11.2017
822;Оплата водоснабжения, канализации;Оплата водоотведение. Осн.здание. ст.132.0113;1162.25;11.12.2017
824;Оплата водоснабжения, канализации;Оплата водоснабжения. Гараж. ст.132.0113;135.98;13.01.2017
825;Оплата водоснабжения, канализации;Оплата водоснабжения. Гараж. ст.132.0113;101.99;10.02.2017
826;Оплата водоснабжения, канализации;Оплата водоснабжения. Гараж. ст.132.0113;169.98;10.03.2017
827;Оплата водоснабжения, канализации;Оплата водоснабжения. Гараж. ст.132.0113;203.97;14.04.2017
828;Оплата водоснабжения, канализации;Оплата водоснабжения. Гараж. ст.132.0113;101.99;12.05.2017
829;Оплата водоснабжения, канализации;Оплата водоснабжения. Гараж. ст.132.0113;101.99;13.06.2017
830;Оплата водоснабжения, канализации;Оплата водоснабжения. Гараж. ст.132.0113;135.98;18.07.2017
831;Оплата водоснабжения, канализации;Оплата водоснабжения. Гараж. ст.132.0113;176.76;15.08.2017
832;Оплата водоснабжения, канализации;Оплата водоснабжения. Гараж. ст.132.0113;141.41;18.09.2017
833;Оплата водоснабжения, канализации;Оплата водоснабжения. Гараж. ст.132.0113;35.35;10.10.2017
834;Оплата водоснабжения, канализации;Оплата водоснабжения. Гараж. ст.132.0113;141.41;10.11.2017
835;Оплата водоснабжения, канализации;Оплата водоснабжения. Гараж. ст.132.0113;70.71;11.12.2017
836;Оплата водоснабжения, канализации;Оплата водоснабжения. Гараж. ст.132.0113;-19.8;27.12.2017
838;Оплата водоснабжения, канализации;Оплата водоснабжения. Осн.здание. ст.132.0113;1733.79;13.01.2017
839;Оплата водоснабжения, канализации;Оплата водоснабжения. Осн.здание. ст.132.0113;1087.87;10.02.2017
840;Оплата водоснабжения, канализации;Оплата водоснабжения. Осн.здание. ст.132.0113;781.9;10.03.2017
841;Оплата водоснабжения, канализации;Оплата водоснабжения. Осн.здание. ст.132.0113;1053.87;14.04.2017
842;Оплата водоснабжения, канализации;Оплата водоснабжения. Осн.здание. ст.132.0113;917.89;12.05.2017
843;Оплата водоснабжения, канализации;Оплата водоснабжения. Осн.здание. ст.132.0113;1019.87;13.06.2017
844;Оплата водоснабжения, канализации;Оплата водоснабжения. Осн.здание. ст.132.0113;1121.86;18.07.2017
845;Оплата водоснабжения, канализации;Оплата водоснабжения. Осн.здание. ст.132.0113;1025.23;15.08.2017
846;Оплата водоснабжения, канализации;Оплата водоснабжения. Осн.здание. ст.132.0113;1661.58;18.09.2017
847;Оплата водоснабжения, канализации;Оплата водоснабжения. Осн.здание. ст.132.0113;1272.7;10.10.2017
848;Оплата водоснабжения, канализации;Оплата водоснабжения. Осн.здание. ст.132.0113;1520.17;10.11.2017
849;Оплата водоснабжения, канализации;Оплата водоснабжения. Осн.здание. ст.132.0113;1343.41;11.12.2017
860;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул. Шевченко, 9 кв.4-  ст.132.0111;170.68;27.06.2017
862;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;439174.35;19.01.2017
863;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;468939.98;20.02.2017
864;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;423837.32;20.03.2017
865;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;411936.33;20.04.2017
866;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;397083.34;19.05.2017
867;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;426041.7;22.06.2017
868;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;-518.92;30.06.2017
869;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;410027.52;21.07.2017
870;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;-100.16;15.08.2017
871;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;437444.74;22.08.2017
872;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;-113.5;23.08.2017
873;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;419033.11;22.09.2017
874;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;376452.6;24.10.2017
875;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;429074.5;22.11.2017
876;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;-152.56;28.11.2017
877;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;-59.92;28.11.2017
878;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск пер.Святителя Иннокентия, 17  ст.132.0111;522697.34;20.12.2017
880;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Б.Хмельницкого, 52/2  ст.132.0111;98446.05;19.01.2017
881;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Б.Хмельницкого, 52/2  ст.132.0111;121626.54;20.02.2017
882;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Б.Хмельницкого, 52/2  ст.132.0111;95017.59;20.03.2017
883;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Б.Хмельницкого, 52/2  ст.132.0111;93829.1;20.04.2017
884;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Б.Хмельницкого, 52/2  ст.132.0111;90381.47;19.05.2017
885;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Б.Хмельницкого, 52/2  ст.132.0111;96698.12;22.06.2017
886;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Б.Хмельницкого, 52/2  ст.132.0111;-224.94;23.06.2017
887;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Б.Хмельницкого, 52/2  ст.132.0111;91165.4;21.07.2017
888;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Б.Хмельницкого, 52/2  ст.132.0111;104731.7;22.08.2017
889;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Б.Хмельницкого, 52/2  ст.132.0111;71719.17;22.09.2017
890;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Б.Хмельницкого, 52/2  ст.132.0111;120975.02;24.10.2017
891;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Б.Хмельницкого, 52/2  ст.132.0111;104736.92;22.11.2017
892;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Б.Хмельницкого, 52/2  ст.132.0111;137626.93;20.12.2017
894;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Комсомольская, 8  ст.132.0111;36714.19;19.01.2017
895;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Комсомольская, 8  ст.132.0111;36514.56;20.02.2017
896;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Комсомольская, 8  ст.132.0111;13977.71;20.03.2017
897;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Комсомольская, 8  ст.132.0111;14046.89;20.04.2017
898;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Комсомольская, 8  ст.132.0111;13637.11;19.05.2017
899;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Комсомольская, 8  ст.132.0111;4222.23;22.06.2017
900;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Комсомольская, 8  ст.132.0111;3720.08;21.07.2017
901;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Комсомольская, 8  ст.132.0111;3426.04;22.08.2017
902;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Комсомольская, 8  ст.132.0111;354.26;22.11.2017
903;Оплата потребления электроэнергии;Оплата потребления электроэнергии г. Благовещенск ул.Комсомольская, 8  ст.132.0111;1271.41;20.12.2017
905;Оплата потребления электроэнергии;Оплата потребления электроэнергии Гараж г.Райчихинск, ул.Победы, 49 ст.132.0111;343.79;19.01.2017
906;Оплата потребления электроэнергии;Оплата потребления электроэнергии Гараж г.Райчихинск, ул.Победы, 49 ст.132.0111;417.49;20.02.2017
907;Оплата потребления электроэнергии;Оплата потребления электроэнергии Гараж г.Райчихинск, ул.Победы, 49 ст.132.0111;386.6;20.03.2017
908;Оплата потребления электроэнергии;Оплата потребления электроэнергии Гараж г.Райчихинск, ул.Победы, 49 ст.132.0111;362.96;20.04.2017
909;Оплата потребления электроэнергии;Оплата потребления электроэнергии Гараж г.Райчихинск, ул.Победы, 49 ст.132.0111;349.42;19.05.2017
910;Оплата потребления электроэнергии;Оплата потребления электроэнергии Гараж г.Райчихинск, ул.Победы, 49 ст.132.0111;442.79;22.06.2017
911;Оплата потребления электроэнергии;Оплата потребления электроэнергии Гараж г.Райчихинск, ул.Победы, 49 ст.132.0111;322.8;21.07.2017
912;Оплата потребления электроэнергии;Оплата потребления электроэнергии Гараж г.Райчихинск, ул.Победы, 49 ст.132.0111;400.73;22.08.2017
913;Оплата потребления электроэнергии;Оплата потребления электроэнергии Гараж г.Райчихинск, ул.Победы, 49 ст.132.0111;318.79;22.09.2017
914;Оплата потребления электроэнергии;Оплата потребления электроэнергии Гараж г.Райчихинск, ул.Победы, 49 ст.132.0111;355.87;24.10.2017
915;Оплата потребления электроэнергии;Оплата потребления электроэнергии Гараж г.Райчихинск, ул.Победы, 49 ст.132.0111;354.86;22.11.2017
916;Оплата потребления электроэнергии;Оплата потребления электроэнергии Гараж г.Райчихинск, ул.Победы, 49 ст.132.0111;440.58;20.12.2017
918;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Райчихинск, ул.Победы, 49 ст.132.0111;2899.48;19.01.2017
919;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Райчихинск, ул.Победы, 49 ст.132.0111;3521.08;20.02.2017
920;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Райчихинск, ул.Победы, 49 ст.132.0111;3260.56;20.03.2017
921;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Райчихинск, ул.Победы, 49 ст.132.0111;3061.2;20.04.2017
922;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Райчихинск, ул.Победы, 49 ст.132.0111;2947.01;19.05.2017
923;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Райчихинск, ул.Победы, 49 ст.132.0111;3734.48;22.06.2017
924;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Райчихинск, ул.Победы, 49 ст.132.0111;2722.5;21.07.2017
925;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Райчихинск, ул.Победы, 49 ст.132.0111;3379.79;22.08.2017
926;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Райчихинск, ул.Победы, 49 ст.132.0111;2688.7;22.09.2017
927;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Райчихинск, ул.Победы, 49 ст.132.0111;3001.48;24.10.2017
928;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Райчихинск, ул.Победы, 49 ст.132.0111;2992.89;22.11.2017
929;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Райчихинск, ул.Победы, 49 ст.132.0111;3715.85;20.12.2017
931;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Зея, пер.Жуковский,15  ст.132.0111;4812.31;22.06.2017
932;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Зея, пер.Жуковский,15  ст.132.0111;6476.26;21.07.2017
933;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Зея, пер.Жуковский,15  ст.132.0111;1559.18;22.08.2017
934;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Зея, пер.Жуковский,15  ст.132.0111;2293.77;22.09.2017
935;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Зея, пер.Жуковский,15  ст.132.0111;4050.41;24.10.2017
936;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Зея, пер.Жуковский,15  ст.132.0111;6888.72;22.11.2017
937;Оплата потребления электроэнергии;Оплата потребления электроэнергии Здание г.Зея, пер.Жуковский,15  ст.132.0111;6348.41;20.12.2017
941;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии Здание г.Зея, пер.Жуковский,15  ст.132.0112;103371.19;27.11.2017
942;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии Здание г.Зея, пер.Жуковский,15  ст.132.0112;175550.57;27.11.2017
943;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии Здание г.Зея, пер.Жуковский,15  ст.132.0112;233079.25;13.12.2017
945;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17  (Пристройка) ст.132.0112- Отд Благовещенск;38650;01.02.2017
946;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17  (Пристройка) ст.132.0112- Отд Благовещенск;30803.87;22.02.2017
947;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17  (Пристройка) ст.132.0112- Отд Благовещенск;17714.58;30.03.2017
948;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17  (Пристройка) ст.132.0112- Отд Благовещенск;20935.42;27.04.2017
949;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17  (Пристройка) ст.132.0112- Отд Благовещенск;1610.42;29.06.2017
950;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17  (Пристройка) ст.132.0112- Отд Благовещенск;3288.85;25.07.2017
951;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17  (Пристройка) ст.132.0112- Отд Благовещенск;3288.85;31.08.2017
952;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17  (Пристройка) ст.132.0112- Отд Благовещенск;1644.43;27.09.2017
953;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17  (Пристройка) ст.132.0112- Отд Благовещенск;17990;24.10.2017
954;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17  (Пристройка) ст.132.0112- Отд Благовещенск;36177.34;23.11.2017
955;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17  (Пристройка) ст.132.0112- Отд Благовещенск;65776.98;21.12.2017
957;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0112- Отд Благовещенск;45091.67;01.02.2017
958;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0112- Отд Благовещенск;37039.59;22.02.2017
959;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0112- Отд Благовещенск;20935.42;30.03.2017
960;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0112- Отд Благовещенск;24156.25;27.04.2017
961;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0112- Отд Благовещенск;628.06;31.05.2017
962;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0112- Отд Благовещенск;3288.85;25.07.2017
963;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0112- Отд Благовещенск;1644.42;31.08.2017
964;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0112- Отд Благовещенск;1644.42;27.09.2017
965;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0112- Отд Благовещенск;16444.24;24.10.2017
966;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0112- Отд Благовещенск;41110.61;23.11.2017
967;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Гараж) ст.132.0112- Отд Благовещенск;70710.25;21.12.2017
969;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Помещение объект № 2) ст.132.0112- Отд Благовещенск;8052.08;01.02.2017
970;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Помещение объект № 2) ст.132.0112- Отд Благовещенск;6441.67;22.02.2017
971;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Помещение объект № 2) ст.132.0112- Отд Благовещенск;3220.83;30.03.2017
972;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Помещение объект № 2) ст.132.0112- Отд Благовещенск;4831.25;27.04.2017
973;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Помещение объект № 2) ст.132.0112- Отд Благовещенск;3288.85;24.10.2017
974;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Помещение объект № 2) ст.132.0112- Отд Благовещенск;8222.12;23.11.2017
975;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Помещение объект № 2) ст.132.0112- Отд Благовещенск;13155.39;21.12.2017
977;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;54754.17;01.02.2017
978;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;45091.67;22.02.2017
979;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;27377.07;30.03.2017
980;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;30597.92;27.04.2017
981;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;1610.42;31.05.2017
982;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;1610.42;29.06.2017
983;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;3288.85;25.07.2017
984;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;4933.27;31.08.2017
985;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;3288.85;27.09.2017
986;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;19733.09;24.10.2017
987;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;49332.73;23.11.2017
988;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 (Пристройка к зданию- новая) ст.132.0112-  Отд Благовещенск;87154.49;21.12.2017
990;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 ст.132.0112- Отд Благовещенск;143407.62;01.02.2017
991;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии г. Благовещенск, пер. Святителя Иннокентия 17 ст.132.0112- Отд Благовещенск;119922.97;22.02.2017
