;Наименование вида расходов;Направление расходов;Отнесено;Дата проведения
162;Оплата потребления электроэнергии;Оплата потребления электроэнергии ул.Светланская, 73 ст.132.0111;39229.92;17.03.2017
163;Оплата потребления электроэнергии;Оплата потребления электроэнергии ул.Светланская, 73 ст.132.0111;20431.83;19.04.2017
164;Оплата потребления электроэнергии;Оплата потребления электроэнергии ул.Светланская, 73 ст.132.0111;12601.28;19.05.2017
165;Оплата потребления электроэнергии;Оплата потребления электроэнергии ул.Светланская, 73 ст.132.0111;13883.44;21.06.2017
166;Оплата потребления электроэнергии;Оплата потребления электроэнергии ул.Светланская, 73 ст.132.0111;15675.91;20.07.2017
167;Оплата потребления электроэнергии;Оплата потребления электроэнергии ул.Светланская, 73 ст.132.0111;19430.72;18.08.2017
168;Оплата потребления электроэнергии;Оплата потребления электроэнергии ул.Светланская, 73 ст.132.0111;23059.84;19.09.2017
169;Оплата потребления электроэнергии;Оплата потребления электроэнергии ул.Светланская, 73 ст.132.0111;18254.51;23.10.2017
170;Оплата потребления электроэнергии;Оплата потребления электроэнергии ул.Светланская, 73 ст.132.0111;15873.65;20.11.2017
171;Оплата потребления электроэнергии;Оплата потребления электроэнергии ул.Светланская, 73 ст.132.0111;-476.57;04.12.2017
172;Оплата потребления электроэнергии;Оплата потребления электроэнергии ул.Светланская, 73 ст.132.0111;13172;19.12.2017
176;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Артем  ул. Дзержинского, 14 ст.132.0112;10305.92;16.11.2017
177;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Артем  ул. Дзержинского, 14 ст.132.0112;29101.67;13.12.2017
179;Оплата потребления тепловой энергии;Другие расходы прошлых лет, выявленные в текущем году. Оплата потребления тепловой энергии ст.132.0112;2852.72;26.01.2017
181;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. В-Надеждинское ул.Пушкина 59. ст.132.0112;61790.05;13.01.2017
182;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. В-Надеждинское ул.Пушкина 59. ст.132.0112;72380.39;10.02.2017
183;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. В-Надеждинское ул.Пушкина 59. ст.132.0112;47269.02;09.03.2017
184;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. В-Надеждинское ул.Пушкина 59. ст.132.0112;37444.62;11.04.2017
185;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. В-Надеждинское ул.Пушкина 59. ст.132.0112;16864.76;10.05.2017
186;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. В-Надеждинское ул.Пушкина 59. ст.132.0112;1467.7;02.06.2017
187;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. В-Надеждинское ул.Пушкина 59. ст.132.0112;388.61;17.11.2017
188;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. В-Надеждинское ул.Пушкина 59. ст.132.0112;35321.17;14.12.2017
190;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;132875.46;13.02.2017
191;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;132713.3;10.03.2017
192;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;89710.92;10.04.2017
193;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;54686.1;11.05.2017
194;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;13305.37;08.06.2017
195;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;9673.12;11.07.2017
196;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;15297.94;16.08.2017
197;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;12014.45;04.12.2017
198;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;110106.79;08.12.2017
199;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;-23.8;26.12.2017
200;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. Океанский пр.34.. ст.132.0112;137493.42;15.01.2018
202;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Калинина, 261. ст.132.0112;52161.4;13.02.2017
203;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Калинина, 261. ст.132.0112;53143.92;10.03.2017
204;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Калинина, 261. ст.132.0112;39668.11;10.04.2017
205;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Калинина, 261. ст.132.0112;31544.63;11.05.2017
206;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Калинина, 261. ст.132.0112;4511.85;08.06.2017
207;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Калинина, 261. ст.132.0112;5158.26;16.11.2017
208;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Калинина, 261. ст.132.0112;48943.97;08.12.2017
209;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Калинина, 261. ст.132.0112;-1730.94;28.12.2017
210;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Калинина, 261. ст.132.0112;51325.47;15.01.2018
212;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;24944.75;13.02.2017
213;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;40059.06;10.03.2017
214;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;10853.05;10.04.2017
215;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;11414.97;11.05.2017
216;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;5600.84;08.06.2017
217;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;7854.72;11.07.2017
218;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;6931.41;16.08.2017
219;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;6065.26;11.09.2017
220;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;9100.03;11.10.2017
221;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;7582.64;16.11.2017
222;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;20660.99;08.12.2017
223;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул. Пушкинская, 8б. ст.132.0112;20931.79;15.01.2018
225;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;33443.61;13.02.2017
226;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;41632.05;10.03.2017
227;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;22688.44;10.04.2017
228;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;12305.04;11.05.2017
229;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;520.91;08.06.2017
230;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;859.71;16.08.2017
231;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;558.81;11.09.2017
232;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;1002.85;11.10.2017
233;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;4406.02;16.11.2017
234;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;-826.51;04.12.2017
235;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;27014.25;08.12.2017
236;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;-499.5;29.12.2017
237;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;-459.08;29.12.2017
238;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-пристройка, служебное. ст.132.0112;37270.59;15.01.2018
240;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;66518.62;13.02.2017
241;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;58989.95;10.03.2017
242;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;36104.22;10.04.2017
243;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;21899.28;11.05.2017
244;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;4143.11;08.06.2017
245;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;859.71;16.08.2017
246;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;558.81;11.09.2017
247;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;964.81;11.10.2017
248;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;7029.85;16.11.2017
249;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;-153;04.12.2017
250;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;41765.58;08.12.2017
251;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 71-служебное. ст.132.0112;49622.48;15.01.2018
253;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-а - ст.132.0112;11123.21;13.02.2017
254;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-а - ст.132.0112;26576.42;10.03.2017
255;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-а - ст.132.0112;17400.97;10.04.2017
256;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-а - ст.132.0112;11129.09;11.05.2017
257;Оплата потребления тепловой энергии;Оплата потребления тепловой энергии зд. ул.Светланская, 73-а - ст.132.0112;3235.06;08.06.2017
