;Наименование вида расходов;Направление расходов;Отнесено;Дата проведения
1002;Оплата услуг водоснабжения, водоотведения;134.1000.03 ДГУ. Оплата за холодное водоснабжение  ул.Светланская, 69;1055.62;30.04.2021
1003;Оплата услуг водоснабжения, водоотведения;134.1000.03 ДГУ. Оплата за холодное водоснабжение  ул.Светланская, 69;1187.57;28.05.2021
1004;Оплата услуг водоснабжения, водоотведения;134.1000.03 ДГУ. Оплата за холодное водоснабжение  ул.Светланская, 69;1022.63;24.06.2021
1005;Оплата услуг водоснабжения, водоотведения;134.1000.03 ДГУ. Оплата за холодное водоснабжение  ул.Светланская, 69;1022.63;03.08.2021
1006;Оплата услуг водоснабжения, водоотведения;134.1000.03 ДГУ. Оплата за холодное водоснабжение  ул.Светланская, 69;1309.78;26.08.2021
1007;Оплата услуг водоснабжения, водоотведения;134.1000.03 ДГУ. Оплата за холодное водоснабжение  ул.Светланская, 69;1320.23;01.10.2021
1008;Оплата услуг водоснабжения, водоотведения;134.1000.03 ДГУ. Оплата за холодное водоснабжение  ул.Светланская, 69;1354.08;29.10.2021
1009;Оплата услуг водоснабжения, водоотведения;134.1000.03 ДГУ. Оплата за холодное водоснабжение  ул.Светланская, 69;1252.52;23.11.2021
1010;Оплата услуг водоснабжения, водоотведения;134.1000.03 ДГУ. Оплата за холодное водоснабжение  ул.Светланская, 69;1083.26;29.12.2021
1020;Оплата потребления электроэнергии;ЗО 134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;508067.7;14.01.2022
1022;Оплата потребления электроэнергии;ЗО 134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7 дизель-генераторная установка;14462.4;14.01.2022
1024;Оплата потребления электроэнергии;ЗО 134.1000.01 Анадырь Оплата за электроэнергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);3187.8;14.01.2022
1026;Оплата потребления электроэнергии;ЗО 134.1000.01 Анадырь. Оплата за электроэнергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);3160.2;14.01.2022
1028;Оплата потребления электроэнергии;ЗО 134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. п. Эгвекинот;26979;17.01.2022
1030;Оплата потребления электроэнергии;ЗО 134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Билибино;39123;12.01.2022
1032;Оплата потребления электроэнергии;134.1000.01 Анадырь. Оплата за электроэнергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);2910.6;14.01.2021
1033;Оплата потребления электроэнергии;134.1000.01 Анадырь. Оплата за электроэнергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);2746.8;04.02.2021
1034;Оплата потребления электроэнергии;134.1000.01 Анадырь. Оплата за электроэнергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);2381.4;09.03.2021
1035;Оплата потребления электроэнергии;134.1000.01 Анадырь. Оплата за электроэнергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);2028.6;06.04.2021
1036;Оплата потребления электроэнергии;134.1000.01 Анадырь. Оплата за электроэнергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);2123.1;17.05.2021
1037;Оплата потребления электроэнергии;134.1000.01 Анадырь. Оплата за электроэнергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);1770.3;04.06.2021
1038;Оплата потребления электроэнергии;134.1000.01 Анадырь. Оплата за электроэнергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);2583;05.07.2021
1039;Оплата потребления электроэнергии;134.1000.01 Анадырь. Оплата за электроэнергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);1959.6;06.08.2021
1040;Оплата потребления электроэнергии;134.1000.01 Анадырь. Оплата за электроэнергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);3732.9;06.09.2021
1041;Оплата потребления электроэнергии;134.1000.01 Анадырь. Оплата за электроэнергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);3546.6;04.10.2021
1042;Оплата потребления электроэнергии;134.1000.01 Анадырь. Оплата за электроэнергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);2649.6;11.11.2021
1043;Оплата потребления электроэнергии;134.1000.01 Анадырь. Оплата за электроэнергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);2366.7;06.12.2021
1045;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);1959.3;14.01.2021
1046;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);2406.6;04.02.2021
1047;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);2898;09.03.2021
1048;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);2192.4;06.04.2021
1049;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);2627.1;17.05.2021
1050;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);1833.3;04.06.2021
1051;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);1260;05.07.2021
1052;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);1055.7;06.08.2021
1053;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);1283.4;06.09.2021
1054;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);1587;04.10.2021
1055;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);2911.8;11.11.2021
1056;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);3015.3;06.12.2021
1058;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7 дизель-генераторная установка;11333.7;14.01.2021
1059;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7 дизель-генераторная установка;20997.9;04.02.2021
1060;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7 дизель-генераторная установка;15800.4;09.03.2021
1061;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7 дизель-генераторная установка;13217.4;06.04.2021
1062;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7 дизель-генераторная установка;10609.2;17.05.2021
1063;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7 дизель-генераторная установка;5619.6;04.06.2021
1064;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7 дизель-генераторная установка;6161.4;05.07.2021
1065;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7 дизель-генераторная установка;6686.1;06.08.2021
1066;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7 дизель-генераторная установка;6306.6;06.09.2021
1067;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7 дизель-генераторная установка;6596.4;04.10.2021
1068;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7 дизель-генераторная установка;7389.9;11.11.2021
1069;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7 дизель-генераторная установка;9363.3;06.12.2021
1071;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;442297.8;14.01.2021
1072;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;402891.3;04.02.2021
1073;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;401354.1;09.03.2021
1074;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;376645.5;06.04.2021
1075;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;399823.2;17.05.2021
1076;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;324204.3;04.06.2021
1077;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;356636.7;05.07.2021
1078;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;371151;06.08.2021
1079;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;352534.8;06.09.2021
1080;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;351686.1;04.10.2021
1081;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;-3019.89;10.11.2021
1082;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;361657.37;11.11.2021
1083;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;348284.4;06.12.2021
1085;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Билибино;32413.5;14.01.2021
1086;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Билибино;34681.5;03.02.2021
1087;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Билибино;36193.5;02.03.2021
1088;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Билибино;37894.5;05.04.2021
1089;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Билибино;32602.5;12.05.2021
1090;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Билибино;34965;02.06.2021
1091;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Билибино;38745;02.07.2021
1092;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Билибино;35914.5;02.08.2021
1093;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Билибино;37984.5;03.09.2021
1094;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Билибино;39226.5;05.10.2021
1095;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Билибино;38295;10.11.2021
1096;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. г. Билибино;39847.5;02.12.2021
1098;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. п. Эгвекинот;22617;15.01.2021
1099;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. п. Эгвекинот;23757.3;08.02.2021
1100;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. п. Эгвекинот;24721.2;18.03.2021
1101;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. п. Эгвекинот;27827.1;14.04.2021
1102;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. п. Эгвекинот;25237.8;19.05.2021
1103;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. п. Эгвекинот;26850.6;09.06.2021
1104;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. п. Эгвекинот;27650.7;06.07.2021
1105;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. п. Эгвекинот;29394;12.08.2021
1106;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. п. Эгвекинот;28924.8;09.09.2021
1107;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. п. Эгвекинот;31001.7;08.10.2021
1108;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. п. Эгвекинот;28372.8;10.11.2021
1109;Оплата потребления электроэнергии;134.1000.01 Анадырь Оплата за электроэнергию по тарифам зд. п. Эгвекинот;27324;09.12.2021
1113;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);ЗО 134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;323094.02;14.01.2022
1115;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);ЗО 134.1000.02 Анадырь Оплата за тепловую энергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);116409.67;14.01.2022
1117;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);ЗО 134.1000.02 Анадырь. Оплата за тепловую энергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);98550.75;14.01.2022
1119;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);ЗО 134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Билибино;262104.19;17.01.2022
1121;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);ЗО 134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. п. Эгвекинот;105132.16;17.01.2022
1123;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь. Оплата за тепловую энергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);64491.23;15.01.2021
1124;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь. Оплата за тепловую энергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);98832.86;03.02.2021
1125;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь. Оплата за тепловую энергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);101196.24;09.03.2021
1126;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь. Оплата за тепловую энергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);91986.97;05.04.2021
1127;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь. Оплата за тепловую энергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);81708.26;12.05.2021
1128;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь. Оплата за тепловую энергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);52601.71;03.06.2021
1129;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь. Оплата за тепловую энергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);25231.39;02.07.2021
1130;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь. Оплата за тепловую энергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);10693.57;05.10.2021
1131;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь. Оплата за тепловую энергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);50970.52;09.11.2021
1132;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь. Оплата за тепловую энергию по тарифам г. Анадырь, ул. Южная, 1а (гараж);73482.91;06.12.2021
1134;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);83959.4;15.01.2021
1135;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);125272.34;03.02.2021
1136;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);128302.49;09.03.2021
1137;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);111626.8;05.04.2021
1138;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);102470.34;12.05.2021
1139;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);60180.37;03.06.2021
1140;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);27033.63;02.07.2021
1141;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);14947.78;05.10.2021
1142;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);63232.2;09.11.2021
1143;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам г. Анадырь, ул. Колхозная 32 Б (склад);95160.47;06.12.2021
1145;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;603407.87;15.01.2021
1146;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;719121.07;03.02.2021
1147;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;119826;09.03.2021
1148;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;707337.18;05.04.2021
1149;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;93492.14;12.05.2021
1150;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;124387.72;03.06.2021
1151;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;74486.08;02.07.2021
1152;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;14461.37;03.08.2021
1153;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;-14461.37;17.08.2021
1154;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;29329.28;05.10.2021
1155;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;107291.46;09.11.2021
1156;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;-372.38;10.11.2021
1157;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;-498.68;10.11.2021
1158;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Анадырь, ул. Дежнева, 7;259593.22;06.12.2021
1160;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Билибино;224506.68;14.01.2021
1161;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Билибино;239148.42;05.02.2021
1162;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Билибино;195223.2;09.03.2021
1163;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Билибино;214745.52;06.04.2021
1164;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Билибино;141536.82;18.05.2021
1165;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Билибино;73208.7;10.06.2021
1166;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Билибино;5460.5;07.09.2021
1167;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Билибино;98289.07;08.10.2021
1168;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Билибино;180196.63;10.11.2021
1169;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. г. Билибино;207499.15;07.12.2021
1171;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. п. Эгвекинот;103082.42;21.01.2021
1172;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. п. Эгвекинот;133838.03;09.02.2021
1173;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. п. Эгвекинот;139475.52;11.03.2021
1174;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. п. Эгвекинот;126738.97;13.04.2021
1175;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. п. Эгвекинот;80083.58;13.05.2021
1176;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. п. Эгвекинот;96672.4;08.06.2021
1177;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. п. Эгвекинот;42114.08;06.07.2021
1178;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. п. Эгвекинот;15587.75;10.08.2021
1179;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. п. Эгвекинот;46560.96;10.09.2021
1180;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. п. Эгвекинот;56388.48;08.10.2021
1181;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. п. Эгвекинот;70155.54;10.11.2021
1182;Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения);134.1000.02 Анадырь Оплата за тепловую энергию по тарифам зд. п. Эгвекинот;87500.1;09.12.2021
1186;Оплата услуг водоснабжения, водоотведения;ЗО 134.1000.03 Анадырь Оплата за холодное водоснабжение по тарифам зд. г. Анадырь, ул. Дежнева 7;6437.81;14.01.2022
1188;Оплата услуг водоснабжения, водоотведения;ЗО 134.1000.03 Анадырь. Оплата за холодное водоснабжение по тарифам зд. г. Анадырь, ул. Южная, 1а (гараж);165.07;14.01.2022
1190;Оплата услуг водоснабжения, водоотведения;ЗО 134.1000.03 Анадырь Оплата за холодное водоснабжение по тарифам зд. г. Билибино;470.26;17.01.2022
1192;Оплата услуг водоснабжения, водоотведения;ЗО 134.1000.03 Анадырь Оплата за холодное водоснабжение по тарифам зд. пгт. Эгвекинот;1528.88;17.01.2022
1194;Оплата услуг водоснабжения, водоотведения;ЗО 134.1000.03 Анадырь Оплата за горячее водоснабжение по тарифам зд. г. Анадырь, ул. Дежнева 7;7082.4;14.01.2022
1196;Оплата услуг водоснабжения, водоотведения;ЗО 134.1000.03 Анадырь Оплата за горячее водоснабжение по тарифам зд. РКЦ  г. Билибино;890.39;17.01.2022
1198;Оплата услуг водоснабжения, водоотведения;ЗО 134.1000.03 Анадырь Оплата за горячее водоснабжение по тарифам зд. пгт. Эгвекинот;828.95;17.01.2022
1200;Оплата услуг водоснабжения, водоотведения;ЗО 134.1000.03 Анадырь Оплата за водоотведение по тарифам здание (гараж) г. Анадырь, ул. Южная 1а;34.49;14.01.2022
1202;Оплата услуг водоснабжения, водоотведения;ЗО 134.1000.03 Анадырь Оплата за водоотведение по тарифам зд. пгт. Эгвекинот;2266.18;17.01.2022
1204;Оплата услуг водоснабжения, водоотведения;ЗО 134.1000.03 Анадырь Оплата за водоотведение по тарифам зд. г. Билибино;186.98;17.01.2022
1206;Оплата услуг водоснабжения, водоотведения;ЗО 134.1000.03 Анадырь  Оплата за водоотведение по тарифам зд. г. Анадырь, ул. Дежнева 7;1689.91;14.01.2022
1208;Оплата услуг водоснабжения, водоотведения;134.1000.03 Анадырь  Оплата за водоотведение по тарифам зд. г. Анадырь, ул. Дежнева 7;1515.79;15.01.2021
1209;Оплата услуг водоснабжения, водоотведения;134.1000.03 Анадырь  Оплата за водоотведение по тарифам зд. г. Анадырь, ул. Дежнева 7;1548.74;03.02.2021
