;Наименование вида расходов;Направление расходов;Отнесено;Дата проведения
42;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам с.Вл-Александровское, ул.Седова, 32;144.35;21.07.2021
43;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам с.Вл-Александровское, ул.Седова, 32;179.72;22.07.2021
44;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам с.Вл-Александровское, ул.Седова, 32;162.59;18.08.2021
45;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам с.Вл-Александровское, ул.Седова, 32;146.15;23.09.2021
46;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам с.Вл-Александровское, ул.Седова, 32;143.74;22.10.2021
47;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам с.Вл-Александровское, ул.Седова, 32;153.38;23.11.2021
48;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам с.Вл-Александровское, ул.Седова, 32;158.1;20.12.2021
50;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Фонтанная, 19;1640.89;19.01.2021
51;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Фонтанная, 19;1791.01;20.02.2021
52;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Фонтанная, 19;1310.89;22.03.2021
53;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Фонтанная, 19;1895.68;21.04.2021
54;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Фонтанная, 19;1454.78;20.05.2021
55;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Фонтанная, 19;52314.56;18.06.2021
56;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Фонтанная, 19;2075.71;22.06.2021
57;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Фонтанная, 19;1951.5;21.07.2021
58;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Фонтанная, 19;-52314.56;26.07.2021
59;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Фонтанная, 19;2307.52;23.08.2021
60;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Фонтанная, 19;2833.97;23.09.2021
61;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Фонтанная, 19;3107.35;20.10.2021
62;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Фонтанная, 19;2565.78;19.11.2021
63;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Фонтанная, 19;2405.83;22.12.2021
65;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Семеновская, 29;229.59;19.01.2021
66;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Семеновская, 29;243.11;20.02.2021
67;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Семеновская, 29;210.58;22.03.2021
68;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Семеновская, 29;224.54;21.04.2021
69;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Семеновская, 29;212.99;20.05.2021
70;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Семеновская, 29;337.4;22.06.2021
71;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Семеновская, 29;455.99;21.07.2021
72;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Семеновская, 29;455.35;23.08.2021
73;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Семеновская, 29;7621.21;23.09.2021
74;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Семеновская, 29;12773.23;20.10.2021
75;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Семеновская, 29;12744.23;19.11.2021
76;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Семеновская, 29;12482.52;22.12.2021
78;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Калинина, 261;38301.39;19.01.2021
79;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Калинина, 261;32128.29;20.02.2021
80;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Калинина, 261;32681.61;22.03.2021
81;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Калинина, 261;40016.64;21.04.2021
82;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Калинина, 261;39335.43;20.05.2021
83;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Калинина, 261;35694.6;22.06.2021
84;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Калинина, 261;30846.28;21.07.2021
85;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Калинина, 261;39136.63;23.08.2021
86;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Калинина, 261;43669;23.09.2021
87;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Калинина, 261;39943.23;20.10.2021
88;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Калинина, 261;47820.82;19.11.2021
89;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Калинина, 261;41592.21;22.12.2021
91;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам Океанский пр-т, 34;349112.27;19.01.2021
92;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам Океанский пр-т, 34;320098.49;20.02.2021
93;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам Океанский пр-т, 34;340.84;01.03.2021
94;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам Океанский пр-т, 34;319516.64;22.03.2021
95;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам Океанский пр-т, 34;305680.63;21.04.2021
96;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам Океанский пр-т, 34;291476.97;20.05.2021
97;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам Океанский пр-т, 34;275392.4;22.06.2021
98;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам Океанский пр-т, 34;275569.23;21.07.2021
99;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам Океанский пр-т, 34;332928.79;23.08.2021
100;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам Океанский пр-т, 34;346304.74;23.09.2021
101;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам Океанский пр-т, 34;324196.24;20.10.2021
102;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам Океанский пр-т, 34;314330.82;19.11.2021
103;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам Океанский пр-т, 34;310667.61;22.12.2021
105;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская, 71;172753.39;19.01.2021
106;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская, 71;188771.46;20.02.2021
107;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская, 71;181056.21;22.03.2021
108;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская, 71;181155.99;21.04.2021
109;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская, 71;178190.47;20.05.2021
110;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская, 71;151549.13;22.06.2021
111;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская, 71;141316.46;21.07.2021
112;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская, 71;168278.82;23.08.2021
113;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская, 71;167251.28;23.09.2021
114;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская, 71;149057;20.10.2021
115;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская, 71;138253.15;19.11.2021
116;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская, 71;144100.81;22.12.2021
118;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Мордовцева, 6;16247.87;18.01.2021
119;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Мордовцева, 6;13612.06;02.03.2021
120;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Мордовцева, 6;11317.78;06.04.2021
121;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Мордовцева, 6;13722.24;22.04.2021
122;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Мордовцева, 6;13320.78;03.06.2021
123;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Мордовцева, 6;13874.16;02.07.2021
124;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Мордовцева, 6;12071.17;22.07.2021
125;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Мордовцева, 6;11452.73;11.08.2021
126;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Мордовцева, 6;11846.62;15.09.2021
127;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Мордовцева, 6;11751.87;08.10.2021
128;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Мордовцева, 6;12919.31;09.11.2021
129;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Мордовцева, 6;12792.18;06.12.2021
131;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,69;28308.64;05.02.2021
132;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,69;30949.11;05.03.2021
133;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,69;21835.3;30.03.2021
134;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,69;29199.75;30.04.2021
135;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,69;25243.65;28.05.2021
136;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,69;22737.87;24.06.2021
137;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,69;27811.81;03.08.2021
138;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,69;34156.23;26.08.2021
139;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,69;41569.06;01.10.2021
140;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,69;42243.6;29.10.2021
141;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,69;29394.92;23.11.2021
142;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,69;30334.15;29.12.2021
144;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Светланская, 111;47032.75;19.01.2021
145;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Светланская, 111;47543.88;20.02.2021
146;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Светланская, 111;34939.68;22.03.2021
147;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Светланская, 111;50984.03;21.04.2021
148;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Светланская, 111;34863.2;20.05.2021
149;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Светланская, 111;23481.78;22.06.2021
150;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Светланская, 111;37691.51;21.07.2021
151;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Светланская, 111;50198.81;23.08.2021
152;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Светланская, 111;74018.45;23.09.2021
153;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Светланская, 111;64296.21;20.10.2021
154;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Светланская, 111;57844.47;19.11.2021
155;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам  ул.Светланская, 111;48281.78;22.12.2021
157;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,71 Пристройка;42800.5;19.01.2021
158;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,71 Пристройка;45985.82;20.02.2021
159;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,71 Пристройка;43567.71;22.03.2021
160;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,71 Пристройка;41752.32;21.04.2021
161;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,71 Пристройка;35770.01;20.05.2021
162;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,71 Пристройка;30895.47;22.06.2021
163;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,71 Пристройка;28069.22;21.07.2021
164;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,71 Пристройка;30091.04;23.08.2021
165;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,71 Пристройка;31721.92;23.09.2021
166;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,71 Пристройка;31213.01;20.10.2021
167;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,71 Пристройка;33041.67;19.11.2021
168;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,71 Пристройка;32676.7;22.12.2021
170;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73;20565.57;19.01.2021
171;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73;50428.47;20.02.2021
172;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73;63935.87;22.03.2021
173;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73;41663.38;21.04.2021
174;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73;19097.29;20.05.2021
175;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73;14288.4;22.06.2021
176;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73;13426.08;21.07.2021
177;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73;5483.33;23.08.2021
178;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73;4422.64;23.09.2021
179;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73;4928.66;20.10.2021
180;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73;7767.77;19.11.2021
181;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73;8012.81;22.12.2021
183;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73 А;16103.71;19.01.2021
184;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73 А;17903.04;20.02.2021
185;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73 А;18910.8;22.03.2021
186;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73 А;14727.74;21.04.2021
187;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73 А;12849.6;20.05.2021
188;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73 А;10619.2;22.06.2021
189;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73 А;8722.29;21.07.2021
190;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73 А;14179.29;23.08.2021
191;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73 А;14399;23.09.2021
192;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73 А;11655.7;20.10.2021
193;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73 А;15222.19;19.11.2021
194;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам ул.Светланская,73 А;8237.03;22.12.2021
196;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам г.Дальнереченск, ул.Ленина, 64;701.24;26.01.2021
197;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам г.Дальнереченск, ул.Ленина, 64;648.28;24.02.2021
198;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам г.Дальнереченск, ул.Ленина, 64;379.06;26.03.2021
199;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам г.Дальнереченск, ул.Ленина, 64;407.77;23.04.2021
200;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам г.Дальнереченск, ул.Ленина, 64;283.97;24.05.2021
201;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам г.Дальнереченск, ул.Ленина, 64;153.9;23.06.2021
202;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам г.Дальнереченск, ул.Ленина, 64;332.6;27.07.2021
203;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам г.Дальнереченск, ул.Ленина, 64;272.1;03.09.2021
204;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам г.Дальнереченск, ул.Ленина, 64;260.08;24.09.2021
205;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам г.Дальнереченск, ул.Ленина, 64;344.06;26.10.2021
206;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам г.Дальнереченск, ул.Ленина, 64;608.36;24.11.2021
207;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам г.Дальнереченск, ул.Ленина, 64;623.51;24.12.2021
209;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Находка;49639.14;20.01.2021
210;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Находка;179.72;20.02.2021
211;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Находка;48794.12;20.02.2021
212;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Находка;44620.76;19.03.2021
213;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Находка;53684.81;20.04.2021
214;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Находка;49197.76;19.05.2021
215;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Находка;46720.09;20.07.2021
216;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Находка;-179.72;22.07.2021
217;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Находка;52314.56;26.07.2021
218;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Находка;62154.32;19.08.2021
219;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Находка;53902.52;17.09.2021
220;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Находка;52420;20.10.2021
221;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Находка;47765.76;19.11.2021
222;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Находка;49769.57;20.12.2021
224;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Уссурийск;199040.92;19.01.2021
225;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Уссурийск;177737.3;24.02.2021
226;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Уссурийск;170415.61;22.03.2021
227;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Уссурийск;163533.76;19.04.2021
228;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Уссурийск;140671.12;24.05.2021
229;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Уссурийск;120239.22;18.06.2021
230;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Уссурийск;87759.94;20.07.2021
231;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Уссурийск;78918.26;18.08.2021
232;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Уссурийск;141062.8;21.09.2021
233;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Уссурийск;132233.65;19.10.2021
234;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Уссурийск;142512.34;22.11.2021
235;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам РКЦ Уссурийск;195216.37;17.12.2021
237;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам с.В-Надеждинское, ул.Пушкина, 59;12600.14;19.01.2021
238;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам с.В-Надеждинское, ул.Пушкина, 59;10167.64;19.02.2021
239;Оплата потребления электроэнергии;134.1000.01 ДГУ. Оплата за электроэнергию по тарифам с.В-Надеждинское, ул.Пушкина, 59;11.2;11.03.2021
